model	transcript	DEG.rank	baseMean	log2FoldChange	padj	manual.ann	EggNOG.Predicted.Gene	EggNOG.Description	EggNOG.Protein.Domains	Contaminant	xenic
adult thorax by morph	TR228532|c0_g1_i1	207	33.861	1.2811	3.725e-12	NA		CD36 family	PFAM (CD36), SMART (TRANS)	No	FALSE
adult thorax by morph	TR206364|c0_g1_i1	209	25.002	1.1166	3.7391e-12	rpL2	MRPL2	Ribosomal protein L2	PFAM (Ribosomal_L2, Ribosomal_L2_C), SMART (SIGNAL)	No	FALSE
adult thorax by morph	TR264553|c1_g9_i2	211	55.61	1.4513	4.4846e-12	NA		Rubisco LSMT substrate-binding	PFAM (Rubis-subs-bind, SET), SMART (COIL)	No	FALSE
adult thorax by morph	TR242018|c13_g7_i1	214	8.4976	1.9086	5.5961e-12	NA		valacyclovir hydrolase	PFAM (Abhydrolase_1, Lipase_3), SMART (TRANS)	No	FALSE
adult thorax by morph	TR41238|c0_g2_i1	216	410.15	1.069	5.8979e-12	NA		DDHD	PFAM (DDHD), SMART (DDHD)	No	FALSE
adult thorax by morph	TR282872|c1_g1_i1	218	573.31	1.1415	7.1427e-12	NA		acyl-CoA dehydrogenase	PFAM (Acyl-CoA_dh_N, Acyl-CoA_dh_M, Acyl-CoA_dh_1, Acyl-CoA_dh_2)	No	FALSE
adult thorax by morph	TR221567|c1_g1_i1	222	28.503	4.3359	8.0721e-12	NA		glycoside hydrolases	PFAM (Glyco_hydro_1), SMART (SIGNAL, TRANS)	No	FALSE
adult thorax by morph	TR203125|c5_g2_i1	228	1438.7	1.1336	1.1009e-11	actin	ACTN	actin crosslink formation	PFAM (Spectrin, CH, efhand_Ca_insen, CAMSAP_CH), SMART (SPEC, COIL, EFh, CH, efhand_Ca_insen)	No	FALSE
adult thorax by morph	TR249506|c0_g2_i1	229	45.737	1.1013	1.1223e-11	rpL28	MRPL28	ribosomal protein, L28		No	FALSE
adult thorax by morph	TR244851|c3_g1_i3	233	23.678	6.5768	1.4914e-11	NA		LIM domain	PFAM (LIM, PDZ), SMART (LIM, PDZ, ZM, COIL)	No	FALSE
adult thorax by morph	TR220399|c0_g1_i1	234	10.834	2.4337	1.5079e-11	neurochondrin		Neurochondrin	PFAM (Neurochondrin)	No	FALSE
adult thorax by morph	TR204797|c1_g3_i1	235	1337	1.2894	1.5311e-11	NA		IG	PFAM (I-set, ig, V-set), SMART (IGc2, IG, COIL, IG_like, TRANS)	No	FALSE
adult thorax by morph	TR254134|c0_g1_i1	236	417.35	2.0137	1.6119e-11	NA		3,2-trans-enoyl-CoA isomerase	PFAM (ECH)	No	FALSE
adult thorax by morph	TR135402|c0_g1_i1	239	21.853	1.3605	1.7756e-11	ECSIT	ECSIT	Evolutionarily conserved signaling intermediate in Toll	PFAM (ECSIT)	No	FALSE
adult thorax by morph	TR250756|c4_g1_i1	240	142.44	1.5312	1.8291e-11	NA		small_GTPase	PFAM (Miro, Ras), SMART (small_GTPase)	No	FALSE
adult thorax by morph	TR263089|c5_g1_i1	242	5463.6	1.5589	2.0277e-11	myosin LC	MLC2	myosin regulatory light chain	SMART (EFh)	No	FALSE
adult thorax by morph	TR199925|c0_g1_i1	245	39.626	1.0136	2.3e-11	MTTFB1	MTTFB1	rRNA (adenine-N6,N6-)-dimethyltransferase activity	PFAM (RrnaAD, Coiled-coil_56), SMART (rADc, TRANS)	No	FALSE
adult thorax by morph	TR245259|c15_g9_i1	246	54.713	1.9004	2.6625e-11	NA		PTPc_DSPc	PFAM (DSPc, Y_phosphatase), SMART (PTPc_DSPc, COIL)	No	FALSE
adult thorax by morph	TR210314|c0_g2_i1	253	162.76	1.3487	3.9725e-11	NA	NDUFS2	Fe-S protein 2	PFAM (Complex1_49kDa), SMART (TRANS)	No	FALSE
adult thorax by morph	TR265764|c1_g1_i1	257	243.6	1.216	4.5731e-11	rpL9		ribosomal protein L9	PFAM (Ribosomal_L9_N), SMART (COIL)	No	FALSE
adult thorax by morph	TR200379|c2_g1_i3	266	260.29	1.0017	7.9082e-11	NA		Pfam:efhand	PFAM (efhand), SMART (EFh)	No	FALSE
adult thorax by morph	TR250714|c10_g4_i1	271	22.239	2.1514	1.1391e-10	NA		SET domain	PFAM (SET), SMART (SET)	No	FALSE
adult thorax by morph	TR285517|c0_g1_i1	273	50.528	1.0707	1.1714e-10	NA		Sorting and assembly machinery	PFAM (Bac_surface_Ag), SMART (SIGNAL)	No	FALSE
adult thorax by morph	TR247974|c0_g1_i1	277	41.645	1.1997	1.2833e-10	NA		Uncharacterised protein family (UPF0240)	PFAM (UPF0240), SMART (COIL)	No	FALSE
adult thorax by morph	TR273316|c0_g1_i1	278	68.544	1.2834	1.3748e-10	NA		protein kinase c	PFAM (C1_1, Pkinase, Pkinase_Tyr, Pkinase_C, HR1, C2), SMART (C1, S_TKc, S_TK_X, Hr1, C2, COIL, STYKc)	No	FALSE
adult thorax by morph	TR199440|c0_g2_i1	285	736.44	1.0424	2.0218e-10	NA		Insulinase (Peptidase family M16)	PFAM (Peptidase_M16, Peptidase_M16_C)	No	FALSE
adult thorax by morph	TR204497|c5_g1_i2	286	91.739	2.3335	2.0573e-10	paramyosin	PRM	Paramyosin	PFAM (Myosin_tail_1), SMART (COIL)		FALSE
adult thorax by morph	TR173211|c0_g1_i1	287	54.133	1.2933	2.1116e-10	NA		Glutaredoxin	PFAM (Glutaredoxin)	No	FALSE
adult thorax by morph	TR254978|c0_g1_i1	290	96.478	1.3495	2.1116e-10	Zasp66	ZASP66	ZM	PFAM (PDZ), SMART (PDZ, ZM, COIL)	No	FALSE
adult thorax by morph	TR51643|c0_g1_i1	291	36.726	1.1194	2.125e-10	rpL21	MRPL21	ribosomal protein L21	PFAM (Ribosomal_L21p)	No	FALSE
adult thorax by morph	TR260867|c0_g1_i1	293	26.971	1.1722	2.2511e-10	NA		Endonuclease G	PFAM (Endonuclease_NS), SMART (NUC, Endonuclease_NS, SIGNAL)	No	FALSE
adult thorax by morph	TR209940|c0_g1_i1	298	17.491	1.345	2.403e-10	FGF		Fibroblast growth factor	PFAM (FGF), SMART (FGF, TRANS, SIGNAL, COIL)		FALSE
adult thorax by morph	TR237588|c1_g3_i1	303	56.194	1.0891	2.8223e-10	NA		Domain of unknown function (DUF1731)	PFAM (DUF1731, Epimerase)	No	FALSE
adult thorax by morph	TR200009|c4_g1_i2	305	53.847	3.5614	2.8668e-10	NA		SH3-binding, glutamic acid-rich protein	PFAM (SH3BGR, Glutaredoxin), SMART (COIL)	No	FALSE
adult thorax by morph	TR228615|c6_g2_i2	306	5.4009	4.4134	3.1492e-10	NA		NA	SMART (COIL)		FALSE
adult thorax by morph	TR210995|c0_g1_i1	311	18.712	1.428	3.6469e-10	rpL13	MRPL13	ribosomal protein L13	PFAM (Ribosomal_L13)	No	FALSE
adult thorax by morph	TR242675|c0_g2_i9	313	198.17	1.0357	4.197e-10	NA		Inherit from biNOG: ankyrin 3, node of Ranvier (ankyrin G)	PFAM (Ank, ZU5, Death), SMART (ANK, COIL, ZU5, DEATH, SIGNAL)	No	FALSE
adult thorax by morph	TR231641|c0_g1_i1	314	2.0655	4.7322	4.481e-10	NA		ec 2.4.1.17	PFAM (UDPGT, Glyco_tran_28_C), SMART (TRANS, SIGNAL)	No	FALSE
adult thorax by morph	TR234369|c5_g1_i1	319	28.824	1.0076	4.9282e-10	NA	ABCB7	ATP-binding cassette subfamily B, member 7	PFAM (ABC_membrane, ABC_tran), SMART (TRANS, AAA)	No	FALSE
adult thorax by morph	TR198293|c1_g3_i7	320	25.758	1.6725	4.9927e-10	NA		Inherit from biNOG: DNA polymerase type B, organellar and viral	PFAM (DNA_pol_B_2), SMART (COIL)	No	FALSE
adult thorax by morph	TR273391|c0_g1_i1	323	1.9032	4.0959	5.3599e-10	NA	CALX	Sodium calcium exchanger	PFAM (Calx-beta, Na_Ca_ex), SMART (TRANS, Calx_beta, SIGNAL, COIL)	No	FALSE
adult thorax by morph	TR200597|c0_g1_i1	325	35.483	1.0461	5.6072e-10	NA		Inherit from biNOG: Pentatricopeptide repeat domain 3	PFAM (PPR), SMART (COIL, TRANS)	No	FALSE
adult thorax by morph	TR243176|c0_g1_i1	332	42.521	1.1197	8.9455e-10	rpS33	MRPS33	Ribosomal protein S33	PFAM (MRP-S33), SMART (COIL)	No	FALSE
adult thorax by morph	TR224530|c0_g1_i4	333	19.254	1.4577	9.559e-10	GPRNNB1	GPRNNB1	LRR_TYP	PFAM (LRR_1), SMART (LRR, LRR_TYP, SIGNAL, LRRCT, TRANS)	No	FALSE
adult thorax by morph	TR253288|c0_g1_i1	338	213.21	1.0755	1.177e-09	rpL0	RPLP0	ribosomal protein P0	PFAM (Ribosomal_L10, Ribosomal_60s)	No	FALSE
adult thorax by morph	TR219115|c0_g1_i1	340	56.513	1.0683	1.1899e-09	NA	UBAP2L	ubiquitin associated protein	PFAM (DUF3697, UBA), SMART (UBA)	No	FALSE
adult thorax by morph	TR273097|c0_g1_i1	346	14.353	2.1921	1.6727e-09	NA		NA	PFAM (PMP22_Claudin), SMART (TRANS)	No	FALSE
adult thorax by morph	TR280469|c1_g1_i2	347	18.783	1.2132	1.7558e-09	Polr2D		RNA polymerase Rpb4	PFAM (RNA_pol_Rpb4), SMART (RPOL4c)	No	FALSE
adult thorax by morph	TR208843|c0_g1_i6	356	41.042	1.2936	2.407e-09	NA		BTB And C-terminal Kelch	PFAM (BACK, BTB, PHR), SMART (BTB, BACK)	No	FALSE
adult thorax by morph	TR257235|c0_g4_i1	360	22.969	1.2254	2.5052e-09	vein		NA	PFAM (I-set, ig), SMART (SIGNAL, COIL, IGc2)	No	FALSE
adult thorax by morph	TR208914|c0_g3_i1	361	22.319	1.4466	2.6176e-09	NA		NA		No	FALSE
adult thorax by morph	TR250146|c2_g1_i3	366	23.358	1.0487	3.4885e-09	NA	CRYZ	Alcohol dehydrogenase GroES-like domain	PFAM (ADH_N, ADH_zinc_N)	No	FALSE
adult thorax by morph	TR198043|c1_g1_i1	373	63.945	1.1818	4.2253e-09	rpL35		ribosomal protein L35	PFAM (Ribosomal_L35p)	No	FALSE
adult thorax by morph	TR219118|c0_g1_i1	379	24.569	1.1881	5.6376e-09	NA		protoheme ix	PFAM (UbiA), SMART (TRANS)	No	FALSE
adult thorax by morph	TR204429|c1_g1_i4	380	83.721	-1.187	5.6952e-09	E3-Ub ligase		e3 ubiquitin-protein ligase	PFAM (HECT, WW, C2), SMART (WW, HECTc, COIL, C2)	No	FALSE
adult thorax by morph	TR110574|c0_g2_i1	383	24.899	1.3932	6.163e-09	rpS11	MRPS11	ribosomal protein S11	PFAM (Ribosomal_S11)	No	FALSE
adult thorax by morph	TR198280|c0_g2_i1	387	15.889	1.3706	7.3485e-09	neurochondrin		Neurochondrin	PFAM (Neurochondrin)	No	FALSE
adult thorax by morph	TR235627|c0_g1_i1	409	15.634	1.2175	1.3373e-08	myosin	MYO22	MYSc	PFAM (IQ, MyTH4, FERM_M, Myosin_head, RA), SMART (IQ, B41, MYSc, COIL, RA)	No	FALSE
adult thorax by morph	TR197667|c0_g1_i1	410	28.543	1.3436	1.4396e-08	NA		Protein of unknown function (DUF1301)	PFAM (DUF1301, Trypsin), SMART (TRANS)	No	FALSE
adult thorax by morph	TR220112|c1_g1_i4	413	10.626	1.0579	1.6308e-08	Cdk5		CDK5 regulatory subunit-associated protein	PFAM (UPF0004, Radical_SAM, TRAM), SMART (Elp3)	No	FALSE
adult thorax by morph	TR242973|c0_g1_i1	420	113.12	-1.1815	1.9982e-08	TACC	TACC	Transforming acidic coiled-coil-containing protein (TACC)	PFAM (TACC), SMART (COIL)	No	FALSE
adult thorax by morph	TR280707|c5_g1_i1	421	35.615	1.0411	2.3425e-08	NA		AFG1-like ATPase	PFAM (AFG1_ATPase)	No	FALSE
adult thorax by morph	TR207313|c0_g1_i1	422	39.535	-1.0322	2.3634e-08	pericentrin		Inherit from biNOG: Pericentrin	PFAM (PACT_coil_coil, 7tm_6), SMART (COIL, TRANS)	No	FALSE
adult thorax by morph	TR198223|c1_g2_i1	435	24.555	1.5195	3.878e-08	NA		Potassium voltage-gated channel	PFAM (Ion_trans, K_tetra, Ion_trans_2), SMART (TRANS, BTB, COIL)	No	FALSE
adult thorax by morph	TR264193|c0_g2_i1	436	143.23	1.1008	4.384e-08	myosin HC					FALSE
adult thorax by morph	TR212225|c2_g3_i1	454	17.741	2.2439	9.3767e-08	NA		Inherit from biNOG: inturned planar cell polarity effector homolog (Drosophila)	PFAM (PDZ), SMART (PDZ, COIL)	No	FALSE
adult thorax by morph	TR274070|c1_g2_i1	457	4.8426	2.1996	1.1032e-07	neurochondrin		Neurochondrin	PFAM (Neurochondrin)	No	FALSE
adult thorax by morph	TR262528|c22_g1_i1	463	11301	1.0145	1.4917e-07	NA		NADH-Ubiquinone/plastoquinone (complex I), various chains	PFAM (Oxidored_q1, NADH5_C, Oxidored_q1_N), SMART (TRANS)	No	FALSE
adult thorax by morph	TR229560|c0_g1_i1	482	36.442	1.2976	2.7795e-07	NA		NA	SMART (TRANS, SIGNAL)	No	FALSE
adult thorax by morph	TR262766|c4_g1_i1	490	2775	1.0525	3.0306e-07	NA	PEVK	IG_like	PFAM (fn3, I-set, ig, Pkinase_Tyr, Pkinase, V-set), SMART (FN3, IG, IGc2, IG_like, S_TKc, COIL, SIGNAL)	No	FALSE
adult thorax by morph	TR199927|c3_g4_i1	515	56.45	1.1263	4.5699e-07	NA		Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone (By similarity)	PFAM (NDUF_C2), SMART (TRANS)	No	FALSE
adult thorax by morph	TR285777|c1_g1_i8	519	13.858	1.2255	4.9069e-07	NA		Holliday junction DNA helicase ruvB N-terminus	PFAM (AAA, RuvB_N, Zeta_toxin, AAA_2, AAA_5), SMART (AAA, TRANS, COIL)	No	FALSE
adult thorax by morph	TR261356|c0_g3_i9	535	1.9488	2.4419	7.7921e-07	NA		F-box and WD40 domain protein	PFAM (WD40, F-box), SMART (WD40, FBOX)	No	FALSE
adult thorax by morph	TR256445|c0_g1_i1	538	119.95	1.698	8.0475e-07	NA		Enoyl-CoA hydratase/isomerase family	PFAM (ECH)	No	FALSE
adult thorax by morph	TR252094|c0_g2_i4	540	8.7187	1.2281	8.1624e-07	NA		Ankyrin repeat	PFAM (Ank), SMART (ANK)	No	FALSE
adult thorax by morph	TR278043|c2_g2_i2	548	10.353	1.8129	1.0055e-06	NA		Inherit from KOG: Set and mynd domain containing	PFAM (SET, zf-MYND), SMART (SET, COIL)	No	FALSE
adult thorax by morph	TR221393|c2_g1_i1	551	20.619	1.8697	1.0449e-06	NA		Phorbol esters/diacylglycerol binding domain (C1 domain)	PFAM (C1_1, C2, TIL), SMART (TRANS, C2, C1, COIL)	No	FALSE
adult thorax by morph	TR239216|c1_g1_i1	598	89.663	1.1532	2.7156e-06	NA		IG_like	PFAM (I-set, Pkinase_Tyr, Pkinase, fn3, ig, RhoGEF, V-set, Kdo), SMART (IG, IGc2, IG_like, FN3, STYKc, COIL, PH, RhoGEF, SH3, S_TKc, SIGNAL)	No	FALSE
adult thorax by morph	TR241577|c0_g2_i1	613	11.6	1.0021	3.1955e-06	NA		WD domain, G-beta repeat	PFAM (WD40), SMART (WD40, PQQ)	No	FALSE
adult thorax by morph	TR245066|c1_g2_i15	617	215.24	3.3824	3.329e-06	NA		Inherit from KOG: Protein disulfide isomerase	PFAM (Thioredoxin, HyaE), SMART (TRANS, COIL, SIGNAL)	No	FALSE
adult thorax by morph	TR227461|c0_g1_i1	623	8.7908	1.5565	3.4335e-06	NA		sodium-coupled monocarboxylate transporter	PFAM (SSF, Spore_permease), SMART (TRANS)	No	FALSE
adult thorax by morph	TR204681|c3_g4_i3	650	410.42	4.22	5.0782e-06	myofilin	MF	NA		No	FALSE
adult thorax by morph	TR201065|c0_g1_i1	658	7.8068	1.3461	6.2196e-06	pyruvate dehydrogenase		Pyruvate dehydrogenase	PFAM (E1_dh)	No	FALSE
adult thorax by morph	TR243026|c3_g1_i1	661	3.5868	2.0707	6.4286e-06	ACOT9		Inherit from biNOG: Acyl-CoA thioesterase 9	PFAM (4HBT)	No	FALSE
adult thorax by morph	TR285709|c0_g1_i1	675	7.6749	1.2453	7.9778e-06	CPT2		Carnitine O-palmitoyltransferase 2	PFAM (Carn_acyltransf)	No	FALSE
adult thorax by morph	TR267303|c0_g1_i1	694	1689.5	-2.2927	1.15e-05	MINPP	MINPP1	Multiple inositol polyphosphate phosphatase	PFAM (Acid_phosphat_A), SMART (SIGNAL, TRANS)	No	FALSE
adult thorax by morph	TR219089|c9_g10_i1	712	46.788	1.3442	1.5018e-05	RRF		Ribosome recycling factor	PFAM (RRF), SMART (COIL)	No	FALSE
adult thorax by morph	TR283579|c0_g1_i1	720	6.4451	1.7927	1.715e-05	myosin HC	MHC	Myosin heavy chain	PFAM (Myosin_head, Myosin_tail_1, Myosin_N, IQ), SMART (COIL, IQ, MYSc)	No	FALSE
adult thorax by morph	TR199379|c0_g3_i1	728	3.9453	1.432	1.8322e-05	NA		Inherit from biNOG: chromosome 2 open reading frame 47	PFAM (Serpin, Tim44), SMART (SERPIN)	No	FALSE
adult thorax by morph	TR224540|c2_g1_i2	749	192.83	-1.8552	2.264e-05	parcas		SH3 domain-binding protein 5 (SH3BP5)	PFAM (SH3BP5, Chitin_bind_4), SMART (COIL)	No	FALSE
adult thorax by morph	TR236615|c9_g2_i2	772	12.387	1.1151	2.9331e-05	NA		5'-nucleotidase, C-terminal domain	PFAM (5_nucleotid_C, Metallophos)	No	FALSE
adult thorax by morph	TR245323|c1_g1_i4	774	4.1126	1.9386	2.9655e-05	NA		Amylo-alpha-1,6-glucosidase 	PFAM (GDE_C, Alpha-amylase), SMART (COIL, TRANS)	No	FALSE
adult thorax by morph	TR255728|c11_g4_i1	801	24.485	1.2049	4.9078e-05	acyl-CoA reductase		acyl-CoA reductase	PFAM (Sterile, NAD_binding_4, Epimerase, 3Beta_HSD, Polysacc_synt_2), SMART (TRANS)	No	FALSE
adult thorax by morph	TR280974|c2_g1_i2	808	11.309	1.0697	5.1527e-05	NA		Protein tyrosine kinase	PFAM (Pkinase_Tyr, Pkinase, Kdo), SMART (S_TKc, COIL, STYKc)	No	FALSE
adult thorax by morph	TR242675|c0_g2_i14	826	69.65	1.0493	6.395e-05	NA		NA	PFAM (RVT_1), SMART (COIL)		FALSE
adult thorax by morph	TR221393|c2_g1_i27	835	10.266	1.0541	6.8181e-05	NA		Phorbol esters/diacylglycerol binding domain (C1 domain)	PFAM (C1_1, C2, TIL), SMART (TRANS, C2, C1, COIL)	No	FALSE
adult thorax by morph	TR206259|c0_g4_i1	843	12.011	1.0251	7.085e-05	NA		DUF862	PFAM (DUF862), SMART (DUF862, COIL)		FALSE
adult thorax by morph	TR242526|c1_g1_i1	850	619.51	-2.2535	7.5134e-05	Mak10		Mak10 subunit, NatC N(alpha)-terminal acetyltransferase	PFAM (Mak10, CwfJ_C_1, CwfJ_C_2), SMART (COIL, SIGNAL, TRANS)	No	FALSE
adult thorax by morph	TR276978|c0_g3_i1	851	3.7822	1.1959	7.7835e-05	NA		DnaJ domain	PFAM (DnaJ), SMART (DnaJ, TRANS, COIL)	No	FALSE
adult thorax by morph	TR242675|c0_g1_i1	862	4.9175	1.1872	8.4966e-05	NA		Inherit from biNOG: ankyrin 3, node of Ranvier (ankyrin G)	PFAM (Ank, ZU5, Death), SMART (ANK, COIL, ZU5, DEATH, SIGNAL)		FALSE
adult thorax by morph	TR204681|c3_g4_i1	869	673.96	1.0903	9.1251e-05	myofilin	MF	NA		No	FALSE
adult thorax by morph	TR268499|c0_g1_i2	876	18.754	-1.9689	0.00010126	NA	CLIPD1	serine protease	PFAM (Trypsin, DUF1986), SMART (Tryp_SPc, SIGNAL, CLIP, TRANS)	No	FALSE
adult thorax by morph	TR52176|c0_g1_i1	892	729	-1.62	0.00011741	NA		serine-type endopeptidase activity	PFAM (Trypsin, CUB), SMART (Tryp_SPc, CUB, SIGNAL, TRANS)	No	FALSE
adult thorax by morph	TR253268|c1_g9_i2	898	4.2559	2.2128	0.00012162	NA		Fumarylacetoacetate (FAA) hydrolase family	PFAM (FAA_hydrolase)	No	FALSE
adult thorax by morph	TR206203|c1_g1_i1	909	8.5285	1.0557	0.0001282	cyp450	CYP6A9	cytochrome P450	PFAM (p450), SMART (TRANS, SIGNAL)	No	FALSE
adult thorax by morph	TR220317|c2_g1_i2	916	4.5987	1.3538	0.00013774	NA		Inherit from euNOG: mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme C	PFAM (Glyco_transf_54)	No	FALSE
adult thorax by morph	TR205233|c0_g1_i1	939	15.491	1.7782	0.00016138	NA		leucine-rich repeat flightless-interacting protein	PFAM (DUF2051), SMART (COIL)	No	FALSE
adult thorax by morph	TR222621|c0_g1_i1	943	11.811	1.7311	0.00016829	cuticle prot		Cuticular protein	PFAM (Chitin_bind_4), SMART (SIGNAL, TRANS)	No	FALSE
adult thorax by morph	TR267254|c1_g2_i2	953	22.93	1.6311	0.00018368	rpS7	MRPS7	ribosomal protein S7	PFAM (Ribosomal_S7)	No	FALSE
adult thorax by morph	TR199308|c0_g1_i1	957	9.1581	1.0725	0.00019387	pentaxin-B6	B6	Pentaxin family	PFAM (Pentaxin), SMART (SIGNAL, TRANS)	No	FALSE
adult thorax by morph	TR253268|c1_g10_i1	970	18.031	1.0536	0.00020861	FAA		Fumarylacetoacetate (FAA) hydrolase family	PFAM (FAA_hydrolase)	No	FALSE
adult thorax by morph	TR233865|c2_g2_i3	979	6.2181	1.106	0.00022408	shade	CYP314A1	cytochrome P450	PFAM (p450), SMART (TRANS, SIGNAL)	No	FALSE
adult thorax by morph	TR229900|c0_g1_i3	984	9.9494	1.3375	0.00023116	NA		PIGA (GPI anchor biosynthesis)	PFAM (PIGA, Glycos_transf_1), SMART (TRANS)	No	FALSE
adult thorax by morph	TR208030|c3_g3_i2	1003	47.021	-1.0455	0.0002727	beaten path		beat protein	PFAM (C2-set_2, V-set, GILT), SMART (TRANS, IG, SIGNAL, IG_like)	No	FALSE
adult thorax by morph	TR231644|c0_g1_i1	1034	7.0455	1.3035	0.00033414	NA		Protein of unknown function (DUF1676)	PFAM (DUF1676), SMART (SIGNAL, TRANS)	No	FALSE
adult thorax by morph	TR258878|c0_g1_i1	1042	205.76	-1.1351	0.000373	NA		SOCS_box	PFAM (Ank, SOCS_box), SMART (ANK, SOCS_box)	No	FALSE
adult thorax by morph	TR236615|c9_g2_i1	1052	7.1473	1.0323	0.00041827	NA		5'-nucleotidase, C-terminal domain	PFAM (5_nucleotid_C, Metallophos)	No	FALSE
adult thorax by morph	TR223146|c1_g2_i1	1056	3.3335	1.151	0.00043113	NA		5' nucleotidase family	PFAM (5_nucleotid), SMART (COIL)	No	FALSE
adult thorax by morph	TR206300|c0_g1_i5	1081	6.368	-1.5356	0.0005111	NA		FBOX	PFAM (WD40, F-box, DDE), SMART (WD40, FBOX)	No	FALSE
adult thorax by morph	TR262771|c11_g1_i2	1086	7.8888	1.2947	0.00052966	NA		high affinity sulfate transmembrane transporter activity	PFAM (Sulfate_transp, STAS), SMART (TRANS)	No	FALSE
adult thorax by morph	TR261741|c0_g1_i1	1098	18.06	2.7483	0.000599	NA	AMPH	BAR	PFAM (BAR, SH3_1, SH3_2), SMART (COIL, SH3, BAR)	No	FALSE
adult thorax by morph	TR237531|c0_g1_i3	1206	4.8679	1.3387	0.0011252	NA		Glycosyl transferases group 1	PFAM (Glycos_transf_1), SMART (TRANS, SIGNAL)	No	FALSE
adult thorax by morph	TR202320|c0_g1_i1	1238	720.09	-1.0202	0.0013248	NA		NA	PFAM (zf-AD), SMART (COIL, SIGNAL, ZnF_C2H2, zf-AD, TRANS)	No	FALSE
adult thorax by morph	TR198854|c3_g1_i4	1267	58.963	1.2049	0.0014952	ensconsin	ENS	MAP7 (E-MAP-115) family	PFAM (MAP7), SMART (COIL)	No	FALSE
adult thorax by morph	TR206489|c0_g1_i1	1287	11.004	1.5635	0.001611	myosin		Myosin tail	PFAM (Myosin_tail_1), SMART (COIL)		FALSE
adult thorax by morph	TR241385|c0_g1_i1	1358	192.99	-1.2042	0.0020688	NA		serine-type endopeptidase activity	PFAM (Trypsin, CUB), SMART (Tryp_SPc, CUB, SIGNAL, TRANS)	No	FALSE
adult thorax by morph	TR250704|c2_g1_i1	1369	102.36	-1.0252	0.0021418	NA		serine-type endopeptidase activity	PFAM (Trypsin, CUB), SMART (Tryp_SPc, CUB, SIGNAL, TRANS)	No	FALSE
adult thorax by morph	TR54544|c0_g1_i1	1379	5.833	1.0517	0.0022354	NA		DnaJ domain	PFAM (DnaJ), SMART (DnaJ, COIL)		FALSE
adult thorax by morph	TR223935|c0_g1_i4	1453	116.64	1.0842	0.0029802	NA		amino acid transporter	PFAM (Aa_trans), SMART (TRANS)	No	FALSE
adult thorax by morph	TR98132|c0_g1_i1	1504	117.97	-1.1999	0.0037461	trypsin					FALSE
adult thorax by morph	TR224196|c1_g1_i1	1511	404.47	1.0442	0.0038017	Lubel		IBR	PFAM (IBR), SMART (RING, IBR, COIL, ZnF_RBZ, TRANS)	No	FALSE
adult thorax by morph	TR262723|c0_g3_i6	1512	30.578	1.3712	0.0038093	NA		Inherit from biNOG: transmembrane protein 198	SMART (TRANS)	No	FALSE
adult thorax by morph	TR71960|c0_g1_i1	1547	171.43	-1.1742	0.0043334	NA		serine-type endopeptidase activity	PFAM (Trypsin, CUB), SMART (Tryp_SPc, CUB, SIGNAL, TRANS)	No	FALSE
adult thorax by morph	TR179781|c0_g1_i1	1557	2.6181	1.3372	0.0044102	NA		NA	PFAM (hATC, zf-BED), SMART (COIL)		FALSE
adult thorax by morph	TR252937|c0_g1_i3	1573	1.9174	1.4754	0.0046245	NA		valacyclovir hydrolase	PFAM (Abhydrolase_1, Lipase_3), SMART (TRANS)	No	FALSE
adult thorax by morph	TR199998|c0_g1_i3	1610	18.906	-1.165	0.00521	dsx	DMRTC2	DMRT-like family C2	PFAM (DM), SMART (DM)	No	FALSE
adult thorax by morph	TR284975|c0_g1_i1	1617	21.226	1.0774	0.0053073	OPA1	OPA1-LIKE	DYNc	PFAM (Dynamin_N, DUF1758), SMART (COIL, DYNc)	No	FALSE
adult thorax by morph	TR264553|c1_g2_i2	1750	1.5901	1.6354	0.0076908	NA		Rubisco LSMT substrate-binding	PFAM (Rubis-subs-bind, SET), SMART (COIL)	No	FALSE
adult thorax by morph	TR224196|c1_g1_i5	1814	360.56	1.3622	0.0086323	Lubel		IBR	PFAM (IBR), SMART (RING, IBR, COIL, ZnF_RBZ, TRANS)	No	FALSE
adult thorax by morph	TR274249|c0_g1_i1	1850	23.47	-1.4134	0.0092094	NA		NA	SMART (COIL)		FALSE
adult thorax by morph	TR285223|c1_g2_i1	1854	3.544	-3.1707	0.0092548	NA		Multiple inositol polyphosphate phosphatase	PFAM (Acid_phosphat_A), SMART (SIGNAL, TRANS)		FALSE
adult thorax by morph	TR278150|c0_g1_i1	1879	7.1179	-1.2511	0.0096178	NA		serine-type endopeptidase activity	PFAM (Trypsin, CUB), SMART (Tryp_SPc, CUB, SIGNAL, TRANS)	No	FALSE
adult thorax by morph	TR275896|c0_g2_i1	1951	4.1119	-1.7983	0.011162	NA		S_TKc	PFAM (Pkinase_Tyr, Pkinase), SMART (S_TKc, COIL)	No	FALSE
adult thorax by morph	TR200391|c0_g1_i2	1991	942.64	-1.2281	0.012097	NA		Leucine Rich Repeat	PFAM (LRR_1), SMART (LRR)	No	FALSE
