model	transcript	DEG.rank	baseMean	log2FoldChange	padj	manual.ann	EggNOG.Predicted.Gene	EggNOG.Description	EggNOG.Protein.Domains	Contaminant	xenic
adult gonad by sex	TR273225|c0_g1_i1	233	778.13	6.6071	0	NA		Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in the mitochondria. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln) (By similarity)	PFAM (GatB_N, GatB_Yqey), SMART (GatB_Yqey, COIL, TRANS)	No	FALSE
adult gonad by sex	TR274227|c2_g1_i1	234	1026.6	3.5783	0	NA		e3 ubiquitin-protein ligase	PFAM (zf-UBR), SMART (PHD, COIL)	No	FALSE
adult gonad by sex	TR274281|c0_g1_i1	235	219.16	4.6378	0	NA		Sperm-associated antigen	PFAM (Arm, Proteasom_PSMB, HEAT), SMART (ARM)	No	FALSE
adult gonad by sex	TR274716|c2_g1_i1	237	369.84	10.356	0	NA		testis-specific serine threonine-protein kinase	PFAM (Pkinase_Tyr, Pkinase, Kdo), SMART (S_TKc, STYKc)	No	FALSE
adult gonad by sex	TR275273|c1_g1_i1	238	928.52	8.2891	0	NA	ATOX1	ATX1 antioxidant protein 1 homolog (yeast)	PFAM (HMA)	No	FALSE
adult gonad by sex	TR276016|c0_g1_i1	240	133.45	6.3358	0	NA		GAT domain	PFAM (GAT, VHS, ENTH), SMART (VHS, COIL)	No	FALSE
adult gonad by sex	TR276025|c0_g1_i1	241	5281.3	11.224	0	NA		manganese ion binding	PFAM (Peptidase_M17, Peptidase_M17_N)	No	FALSE
adult gonad by sex	TR276832|c0_g1_i1	242	139.51	6.823	0	NA		Protein of unknown function (DUF2870)	PFAM (DUF2870)	No	FALSE
adult gonad by sex	TR278114|c0_g1_i1	244	1122.1	10.792	0	NA	NC	Caspase domain	PFAM (Peptidase_C14, CARD), SMART (CASc, CARD)	No	FALSE
adult gonad by sex	TR278670|c1_g1_i1	247	1427	11.103	0	NA		Flavin containing amine oxidoreductase	PFAM (Amino_oxidase, FAD_binding_2, DAO, FAD_binding_3, Thi4, Pyr_redox_2, Pyridoxal_deC, Beta_elim_lyase), SMART (TRANS)	No	FALSE
adult gonad by sex	TR278997|c0_g1_i2	248	546.6	9.1137	0	NA		Dihydroxyacetone kinase	PFAM (Dak1, Dak2), SMART (Dak2)	No	FALSE
adult gonad by sex	TR280414|c0_g1_i1	250	1218.7	9.5767	0	NA		Dynein intermediate chain	PFAM (WD40), SMART (WD40, COIL, SIGNAL)	No	FALSE
adult gonad by sex	TR280997|c0_g1_i1	251	438.72	9.8231	0	NA		Inherit from euNOG: EF hand family protein	SMART (EFh)	No	FALSE
adult gonad by sex	TR281218|c1_g1_i2	252	305.4	7.5975	0	NA		Inherit from biNOG: rhophilin associated tail protein	SMART (TRANS)	No	FALSE
adult gonad by sex	TR281482|c0_g1_i1	253	1606.2	10.598	0	NAP1	NAP1	Nucleosome assembly protein	PFAM (NAP), SMART (COIL, TRANS)	No	FALSE
adult gonad by sex	TR283730|c3_g1_i1	255	312.46	8.3132	0	FMRFaR	ADGB	androglobin	PFAM (Peptidase_C2), SMART (CysPc)	No	FALSE
adult gonad by sex	TR284278|c0_g1_i1	256	526.44	8.8335	0	dynein	DNALI1	Dynein, axonemal, light intermediate chain 1	PFAM (Ax_dynein_light), SMART (COIL)		FALSE
adult gonad by sex	TR284769|c0_g1_i1	259	890.52	10.311	0	NA	MDH2	Malate dehydrogenase	PFAM (Ldh_1_C, Ldh_1_N, 3Beta_HSD)	No	FALSE
adult gonad by sex	TR285227|c0_g7_i1	261	393.6	6.291	0	encore	ENC	R3H domain	PFAM (R3H), SMART (COIL)	No	FALSE
adult gonad by sex	TR285517|c0_g1_i1	262	266.24	3.0533	0	NA		Sorting and assembly machinery	PFAM (Bac_surface_Ag), SMART (SIGNAL)	No	FALSE
adult gonad by sex	TR286546|c0_g1_i2	264	1338.1	10.508	0	CDC14B	CDC14B	CDC14 cell division cycle 14 homolog B (S. cerevisiae)	PFAM (DSPc, Y_phosphatase), SMART (PTPc_DSPc, TRANS)	No	FALSE
adult gonad by sex	TR39610|c0_g1_i1	270	764.82	10.361	0	NA		RIB43A	PFAM (RIB43A), SMART (COIL)	No	FALSE
adult gonad by sex	TR42968|c1_g1_i1	271	235.36	4.3529	0	chic	PROFILIN	Binds to actin and affects the structure of the cytoskeleton. At high concentrations, profilin prevents the polymerization of actin, whereas it enhances it at low concentrations. By	PFAM (Profilin), SMART (PROF)	No	FALSE
adult gonad by sex	TR44699|c0_g1_i1	274	672.78	9.9408	0	NA		Aminomethyltransferase folate-binding domain	PFAM (GCV_T, GCV_T_C, C6_DPF)	No	FALSE
adult gonad by sex	TR45977|c0_g1_i1	275	532.4	10.757	0	NA		LIM domain	PFAM (LIM), SMART (LIM)	No	FALSE
adult gonad by sex	TR69924|c0_g1_i1	283	624.38	10.592	0	NA		PGAP1-like protein	PFAM (Abhydrolase_1, PGAP1, DUF676, DUF2048, DUF1057, Ndr)	No	FALSE
adult gonad by sex	TR83344|c0_g1_i1	286	619.51	10.806	0	NA		BACK	PFAM (Kelch_1, Kelch_2, BACK, BTB), SMART (Kelch, BACK, BTB)	No	FALSE
adult gonad by sex	TR205926|c0_g4_i1	288	1315	10.725	2.889e-305	NA		NA		No	FALSE
adult gonad by sex	TR199291|c0_g1_i1	289	935.55	10.781	3.3604e-305	NA		NA		No	FALSE
adult gonad by sex	TR273035|c0_g2_i1	292	5035.5	11.342	1.0985e-304	NA	OAT	ornithine aminotransferase	PFAM (Aminotran_3)	No	FALSE
adult gonad by sex	TR211491|c0_g1_i1	293	377.51	-1.9767	1.852e-304	NA		NA	PFAM (F-box), SMART (COIL, FBOX)	No	FALSE
adult gonad by sex	TR242831|c0_g3_i2	295	449.61	4.8498	8.45709999999999e-304	NA		adenylyl cyclase-associated protein	PFAM (CAP_C, CAP_N), SMART (CARP, COIL)	No	FALSE
adult gonad by sex	TR213759|c0_g1_i2	297	1335.6	3.6061	1.8331e-303	NA		Thioredoxin	PFAM (Thioredoxin), SMART (SIGNAL)	No	FALSE
adult gonad by sex	TR261581|c1_g2_i2	301	632.14	10.696	9.4259e-303	NA	HDHD1	haloacid dehalogenase-like hydrolase domain containing 1	PFAM (Hydrolase)	No	FALSE
adult gonad by sex	TR210273|c0_g1_i1	303	1711.2	11.23	1.2287e-302	NA		Tricarboxylate carrier	PFAM (Mtc), SMART (TRANS)	No	FALSE
adult gonad by sex	TR258438|c0_g1_i1	306	972.93	10.671	3.0489e-302	NA		Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain (By similarity)	PFAM (Tubulin, Misat_Myo_SegII, Tubulin_C), SMART (Tubulin, Tubulin_C)	No	FALSE
adult gonad by sex	TR226550|c1_g1_i1	311	594.1	10.748	2.1035e-301	NA		NA	SMART (COIL)		FALSE
adult gonad by sex	TR93019|c0_g1_i1	313	658.81	10.979	2.6896e-301	NA		Tetratricopeptide repeat protein	PFAM (TPR_1, DAO), SMART (TPR, COIL)	No	FALSE
adult gonad by sex	TR221625|c0_g1_i1	317	334.86	2.905	6.4693e-301	NA		START domain	PFAM (START), SMART (START)	No	FALSE
adult gonad by sex	TR213763|c0_g1_i1	318	725.19	12.476	6.6101e-301	NA		Inherit from KOG: family with sequence similarity 179, member	PFAM (CLASP_N), SMART (COIL)	No	FALSE
adult gonad by sex	TR93481|c0_g1_i1	320	598.99	10.184	1.5428e-300	TBP-1	TBP-1	26S protease regulatory subunit 6a	PFAM (AAA, AAA_5, RuvB_N, UPF0020, Met_10, Methyltransf_15), SMART (AAA, COIL)	No	FALSE
adult gonad by sex	TR274032|c5_g2_i6	324	809	7.3194	3.4561e-300	H2.0/CG11607					FALSE
adult gonad by sex	TR223059|c3_g1_i2	326	136.08	5.7089	4.4864e-300	NA		Inherit from opiNOG: to F57G4.9 Hydra magnipapillata	PFAM (Plant_tran)	No	FALSE
adult gonad by sex	TR206738|c5_g2_i4	327	1056.3	3.8275	4.8241e-300	NA	PAT1	Inherit from biNOG: amyloid beta precursor protein (cytoplasmic tail) binding protein 2	PFAM (TPR_1), SMART (COIL)	No	FALSE
adult gonad by sex	TR246087|c6_g3_i1	328	509.02	9.0023	4.8926e-300	NA		Inherit from opiNOG: locomotion	PFAM (TSP_1, CUB), SMART (TRANS, TSP1, CUB, COIL, SIGNAL)	No	FALSE
adult gonad by sex	TR209139|c0_g1_i1	332	485.81	3.5262	4.445e-299	ZnF		Zinc finger C-x8-C-x5-C-x3-H type (and similar)	PFAM (zf-CCCH), SMART (ZnF_C3H1, COIL)	No	FALSE
adult gonad by sex	TR279311|c0_g1_i1	336	488.42	10.556	1.7662e-297	NA		Inherit from NOG: spermatid development		No	FALSE
adult gonad by sex	TR55213|c0_g1_i1	337	221.6	3.3043	1.8949e-297	NA		Diacylglycerol kinase catalytic domain	PFAM (DAGK_cat, Tim54), SMART (DAGKc)	No	FALSE
adult gonad by sex	TR252114|c0_g1_i1	338	594.13	4.501	4.4129e-297	NA		Peptidase M16C associated	PFAM (Peptidase_M16_C, M16C_assoc, Peptidase_M16)	No	FALSE
adult gonad by sex	TR266111|c0_g1_i1	339	241.75	9.0359	6.5564e-297	NA	TEKTIN-C	Tektin family	PFAM (Tektin, Ion_trans), SMART (COIL, TRANS)	No	FALSE
adult gonad by sex	TR210373|c0_g1_i3	340	535.39	4.9406	1.9394e-296	NA		Adenylate cyclase	PFAM (Guanylate_cyc, DUF1053), SMART (TRANS, CYCc, COIL)	No	FALSE
adult gonad by sex	TR275794|c0_g1_i1	341	891.36	11.115	2.5586e-296	NA		NA	SMART (COIL)		FALSE
adult gonad by sex	TR232626|c0_g1_i2	342	345.17	9.3262	3.3057e-296	NA	PABPC1L	poly(A) binding protein, cytoplasmic 1-like	PFAM (RRM_1, PABP), SMART (RRM, PolyA, COIL)	No	FALSE
adult gonad by sex	TR283564|c1_g1_i1	345	1238.6	3.0499	1.3019e-295	NA		DnaJ domain	PFAM (DnaJ), SMART (DnaJ, COIL)	No	FALSE
adult gonad by sex	TR278519|c0_g3_i1	349	483	10.416	2.6835e-295	NA		Sel1 repeat	PFAM (Sel1), SMART (SEL1, SIGNAL, TRANS, COIL)	No	FALSE
adult gonad by sex	TR246118|c3_g1_i1	350	123.24	8.192	2.7927e-295	NA		S_TK_X	PFAM (Pkinase_Tyr, Pkinase), SMART (S_TK_X, S_TKc)	No	FALSE
adult gonad by sex	TR230788|c4_g1_i4	351	256.15	5.0636	4.5114e-295	NA		cytosolic carboxypeptidase-like protein 5-like	PFAM (Peptidase_M14), SMART (TRANS)	No	FALSE
adult gonad by sex	TR202582|c0_g1_i1	353	1258	11.591	1.8278e-294	NA		N-acetyltransferase activity	PFAM (Acetyltransf_1, FR47)	No	FALSE
adult gonad by sex	TR199939|c0_g1_i2	355	382.42	4.8941	3.0429e-294	Rad50				No	FALSE
adult gonad by sex	TR254803|c0_g1_i1	356	617.02	3.489	3.5699e-294	NA		Maf-like protein	PFAM (Maf)	No	FALSE
adult gonad by sex	TR253240|c1_g1_i2	357	553.67	3.4031	3.8362e-294	NA	MICAL-LIKE	Protein of unknown function (DUF3585)	PFAM (DUF3585, LIM, CH, CAMSAP_CH), SMART (COIL, LIM, CH, DUF3585)	No	FALSE
adult gonad by sex	TR101140|c0_g1_i1	361	592.44	10.925	2.2917e-293	NA		Radial spokehead-like protein	PFAM (Radial_spoke), SMART (COIL)	No	FALSE
adult gonad by sex	TR239383|c1_g1_i5	363	400.67	8.0448	3.5599e-293	NA	IQCD	IQ motif containing D	PFAM (IQ), SMART (COIL, IQ)	No	FALSE
adult gonad by sex	TR245760|c0_g1_i1	367	405.31	-2.6453	2.9025e-292	NA	TRBL	STYKc	PFAM (Pkinase_Tyr, Pkinase), SMART (STYKc)	No	FALSE
adult gonad by sex	TR201422|c1_g1_i1	370	542.06	10.45	6.8953e-292	NA		citrate synthase	PFAM (Citrate_synt), SMART (COIL)	No	FALSE
adult gonad by sex	TR243889|c5_g1_i1	373	1201.5	10.99	1.5233e-291	NA		RINGv	PFAM (zf-C3HC4), SMART (TRANS, RINGv)	No	FALSE
adult gonad by sex	TR278722|c2_g1_i1	375	259	9.1951	3.6899e-291	NA		Inherit from biNOG: Growth arrest-specific 8	SMART (COIL)	No	FALSE
adult gonad by sex	TR264098|c0_g2_i1	377	235.56	7.5465	5.4578e-291	NA	VHA16	16 kDa proteolipid subunit	PFAM (ATP-synt_C), SMART (TRANS)	No	FALSE
adult gonad by sex	TR206371|c0_g3_i1	379	380.13	10.61	6.1296e-291	synoviolin	SYVN1	Synovial apoptosis inhibitor 1, synoviolin	PFAM (zf-C3HC4), SMART (TRANS, RING)		FALSE
adult gonad by sex	TR206667|c0_g1_i2	380	845.6	10.779	6.133e-291	NA		unfolded protein binding	PFAM (DnaJ, DnaJ_C), SMART (DnaJ, COIL)	No	FALSE
adult gonad by sex	TR205318|c5_g1_i1	382	2366.1	11.04	9.37839999999999e-291	NA		Tubulin-tyrosine ligase family	PFAM (TTL), SMART (COIL)	No	FALSE
adult gonad by sex	TR229587|c0_g1_i1	386	650.16	10.959	2.2311e-290	NA		Mpv17 protein	PFAM (Mpv17_PMP22), SMART (TRANS)	No	FALSE
adult gonad by sex	TR232947|c4_g1_i1	387	3088.4	11.629	2.2415e-290	NA		manganese ion binding	PFAM (Peptidase_M17, Peptidase_M17_N)	No	FALSE
adult gonad by sex	TR201785|c5_g1_i3	391	313.03	14.346	1.7505e-289	NA		receptor	PFAM (HlyIII), SMART (TRANS, COIL)	No	FALSE
adult gonad by sex	TR198157|c1_g1_i1	393	1323	11.508	1.9496e-289	NA		manganese ion binding	PFAM (Peptidase_M17, Peptidase_M17_N, WD40), SMART (WD40)	Yes	TRUE
adult gonad by sex	TR203984|c0_g1_i1	394	827.05	11.212	4.7516e-289	hsp70	HSP70AA	Heat shock protein	PFAM (HSP70, MreB_Mbl), SMART (COIL)	No	FALSE
adult gonad by sex	TR209881|c0_g1_i1	397	664.5	10.879	1.4455e-288	NA		manganese ion binding	PFAM (Peptidase_M17, Peptidase_M17_N, WD40), SMART (WD40)	No	FALSE
adult gonad by sex	TR246595|c0_g2_i1	398	510.9	10.581	1.6418e-288	NA	SMID	Holliday junction DNA helicase ruvB N-terminus	PFAM (AAA, RuvB_N, AAA_5, AAA_2, Zeta_toxin), SMART (AAA, COIL)	No	FALSE
adult gonad by sex	TR237549|c3_g1_i2	404	186.69	9.1616	3.3151e-288	NA		Dihydroxyacetone kinase	PFAM (Dak1, Dak2), SMART (Dak2)	No	FALSE
adult gonad by sex	TR89203|c0_g1_i1	407	240.62	9.5067	9.83249999999999e-288	NA		inducible protein	PFAM (Asp_protease, ubiquitin, RVP, RVP_2, Sel1, UBA), SMART (UBQ, SEL1, UBA, COIL)	No	FALSE
adult gonad by sex	TR226500|c0_g1_i1	410	530.57	10.442	2.5218e-287	NA	PKA-R2	camp-dependent protein kinase	PFAM (cNMP_binding, RIIa), SMART (cNMP, COIL)	No	FALSE
adult gonad by sex	TR267473|c7_g2_i5	413	166.45	6.5096	3.7351e-287	CaM		Pfam:efhand	PFAM (efhand, SPARC_Ca_bdg), SMART (EFh)	No	FALSE
adult gonad by sex	TR81013|c1_g2_i2	414	1266.6	10.842	5.7504e-287	NA		alcohol dehydrogenase NADP	PFAM (Aldo_ket_red)	No	FALSE
adult gonad by sex	TR222775|c0_g1_i1	417	378.97	10.351	1.1141e-286	NA		Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is a respiratory chain that generates an electrochemical potential coupled to ATP synthesis (By similarity)	PFAM (UCR_TM, Rieske, Ubiq-Cytc-red_N)	No	FALSE
adult gonad by sex	TR207779|c0_g1_i1	418	5120.5	11.962	1.4764e-286	NA		manganese ion binding	PFAM (Peptidase_M17, Peptidase_M17_N, WD40), SMART (WD40)	No	FALSE
adult gonad by sex	TR233849|c0_g1_i1	420	252.69	9.9959	3.8873e-286	NA		ubiquitin carboxyl-terminal hydrolase	PFAM (UCH, Gypsy, ubiquitin), SMART (UBQ, COIL, SIGNAL, TRANS)	No	FALSE
adult gonad by sex	TR210307|c0_g1_i1	422	289.83	10.317	5.3926e-286	NA		Inherit from opiNOG: spermatogenesis associated		No	FALSE
adult gonad by sex	TR235404|c0_g1_i1	426	4674.8	12.243	9.2351e-286	NA		manganese ion binding	PFAM (Peptidase_M17, Peptidase_M17_N)	No	FALSE
adult gonad by sex	TR203698|c0_g1_i2	428	550.52	10.663	1.448e-285	dynein LC		33 kDa inner dynein arm light chain	PFAM (Ax_dynein_light), SMART (COIL)	No	FALSE
adult gonad by sex	TR201765|c6_g8_i2	432	271.49	3.573	2.4926e-285	NA		TBC	PFAM (TBC, DUF3548), SMART (TBC)	No	FALSE
adult gonad by sex	TR204883|c1_g7_i5	434	335.89	7.5117	4.9653e-285	hydin		Inherit from biNOG: HYDIN, axonemal central pair apparatus protein	SMART (COIL)	No	FALSE
adult gonad by sex	TR273103|c1_g1_i1	435	407.93	10.774	5.7721e-285	NA		Inherit from biNOG: Mitochondrial ribonuclease p protein	PFAM (RNase_Zc3h12a), SMART (COIL)		FALSE
adult gonad by sex	TR199312|c0_g1_i1	436	177.34	8.7759	6.2201e-285	serpin-B5	SERPINB5	serpin peptidase inhibitor, clade B (ovalbumin), member 5	PFAM (Serpin), SMART (SERPIN, COIL, TRANS)	No	FALSE
adult gonad by sex	TR257607|c1_g1_i1	439	519.53	10.394	1.1689e-284	NA		RINGv	PFAM (zf-C3HC4), SMART (TRANS, RINGv)	No	FALSE
adult gonad by sex	TR203497|c0_g5_i2	440	84.026	7.6103	1.3342e-284	NA		Glutaminase	PFAM (Glutaminase, Ank), SMART (ANK, COIL)	No	FALSE
adult gonad by sex	TR283495|c0_g4_i1	443	449.54	9.9081	2.6125e-284	NA	SDHA	succinate dehydrogenase	PFAM (FAD_binding_2, Succ_DH_flav_C, Pyr_redox_2), SMART (SIGNAL)	No	FALSE
adult gonad by sex	TR284721|c1_g1_i5	449	455.41	10.604	1.6729e-283	NA	UNC119	unc-119 homolog	PFAM (GMP_PDE_delta)	No	FALSE
adult gonad by sex	TR258340|c0_g1_i1	450	894.99	11.163	2.1059e-283	NA		gamma-glutamylcyclotransferase activity	PFAM (AIG2), SMART (SIGNAL)	No	FALSE
adult gonad by sex	TR216198|c0_g2_i1	452	494.56	14.033	2.7642e-283	NA	SPT5	Transcription elongation factor	PFAM (KOW, Spt5-NGN, Spt5_N), SMART (KOW, CTD, NGN)	No	FALSE
adult gonad by sex	TR39474|c0_g1_i1	453	371.19	9.93	3.2175e-283	NA		Pyruvate dehydrogenase	PFAM (E1_dh)	No	FALSE
adult gonad by sex	TR286645|c1_g1_i2	455	171.53	5.8899	7.6327e-283	NA	DLC-B	Dynein light chain	PFAM (Dynein_light)	No	FALSE
adult gonad by sex	TR44558|c0_g1_i2	459	181.45	9.5544	2.9156e-282	NA		Protein of unknown function (DUF3695) 	PFAM (DUF3695)	No	FALSE
adult gonad by sex	TR98615|c0_g1_i1	460	287.54	9.9674	3.2545e-282	NA		cytochrome	PFAM (Cytochrom_B561), SMART (TRANS, B561)	No	FALSE
adult gonad by sex	TR274249|c0_g1_i1	461	6574.1	11.216	3.2896e-282	NA		NA	SMART (COIL)		FALSE
adult gonad by sex	TR44663|c0_g1_i1	463	258.51	10.081	4.4497e-282	NA	PKA-R2	camp-dependent protein kinase	PFAM (cNMP_binding, RIIa), SMART (cNMP, COIL)	No	FALSE
adult gonad by sex	TR69945|c0_g1_i1	465	2042.9	11.048	2.5363e-281	NA		cytochrome C oxidase	PFAM (COX4), SMART (TRANS)	No	FALSE
adult gonad by sex	TR239151|c0_g1_i1	467	662.04	10.167	3.5664e-281	NA	GAS8	Growth arrest-specific 8	SMART (COIL)	No	FALSE
adult gonad by sex	TR216614|c0_g2_i2	469	993.33	11.163	9.0938e-281	NA		NUDIX domain	PFAM (NUDIX)	No	FALSE
adult gonad by sex	TR213404|c1_g1_i1	472	594.68	10.6	5.1771e-280	NA		manganese ion binding	PFAM (Peptidase_M17, Peptidase_M17_N)	No	FALSE
adult gonad by sex	TR197112|c2_g1_i1	473	3473.7	12.425	5.9301e-280	NA		small ubiquitin-related modifier-like	PFAM (Rad60-SLD, ubiquitin), SMART (UBQ)	No	FALSE
adult gonad by sex	TR268495|c0_g1_i2	474	833.14	2.3447	8.9511e-280	NA		YEATS family	PFAM (YEATS), SMART (COIL)		FALSE
adult gonad by sex	TR231329|c0_g1_i2	480	613.21	10.784	5.699e-279	NA		testis-specific serine threonine-protein kinase	PFAM (Pkinase_Tyr, Pkinase, Kdo), SMART (S_TKc, STYKc)	No	FALSE
adult gonad by sex	TR278202|c2_g1_i3	482	442.29	10.332	1.3456e-278	CEP72	CEP72	centrosomal protein 72kDa	PFAM (LRR_1), SMART (LRR, COIL, LRRcap)	No	FALSE
adult gonad by sex	TR209748|c2_g1_i1	483	118.89	4.9216	1.3808e-278	NA	TRC8	Zinc finger, C3HC4 type (RING finger)	PFAM (zf-C3HC4), SMART (TRANS, RING)	No	FALSE
adult gonad by sex	TR216482|c0_g1_i1	488	105.87	6.7707	6.6452e-278	NA	Y-G	Major royal jelly protein	PFAM (MRJP), SMART (SIGNAL)	No	FALSE
adult gonad by sex	TR64789|c1_g1_i1	491	531.71	10.502	1.3091e-277	NA		Major Facilitator Superfamily	PFAM (MFS_1, Sugar_tr), SMART (TRANS)	No	FALSE
adult gonad by sex	TR226923|c0_g1_i1	492	4203.7	12.502	1.5964e-277	NA		Calcium binding protein	PFAM (efhand, efhand_Ca_insen, SPARC_Ca_bdg), SMART (EFh, TRANS)	No	FALSE
adult gonad by sex	TR271490|c1_g1_i2	495	468.53	3.9092	3.7811e-277	NA		Plasma-membrane choline transporter	PFAM (Choline_transpo), SMART (TRANS)	No	FALSE
adult gonad by sex	TR209777|c1_g1_i9	497	338.63	3.9964	5.6222e-277	NA		Transcription factor	PFAM (RFX_DNA_binding), SMART (TRANS)	No	FALSE
adult gonad by sex	TR268031|c2_g1_i2	498	190.78	9.4872	9.41059999999999e-277	NA		Golgi phosphoprotein	PFAM (GPP34)	No	FALSE
adult gonad by sex	TR74324|c0_g1_i1	500	890.02	11.058	1.421e-276	peroxiredoxin	JAFRAC1	Peroxiredoxin	PFAM (1-cysPrx_C, Redoxin, AhpC-TSA)	No	FALSE
adult gonad by sex	TR274111|c1_g1_i1	502	477.55	2.6074	1.9528e-276	NA		Tetratricopeptide repeat protein	PFAM (TPR_1), SMART (TPR, COIL)	No	FALSE
adult gonad by sex	TR206825|c1_g1_i3	505	1056.1	3.4996	4.8817e-276	NA		Telomerase activating protein Est1	PFAM (EST1), SMART (COIL, PINc, TRANS)	No	FALSE
adult gonad by sex	TR200390|c1_g1_i1	507	107.55	6.0567	3.8357e-275	NA		Inherit from biNOG: Tetratricopeptide repeat domain 18	PFAM (TPR_1), SMART (TPR)	No	FALSE
adult gonad by sex	TR207445|c0_g1_i1	508	488.96	10.489	5.7095e-275	NA		Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling	PFAM (Histone, CBFD_NFYB_HMF), SMART (H2B)	No	FALSE
adult gonad by sex	TR199578|c1_g1_i1	511	232.74	10.094	1.0318e-274	NA	MYCBPAP	MYCBP associated protein		No	FALSE
adult gonad by sex	TR215785|c0_g1_i1	512	195.67	9.5696	2.2067e-274	NA		Organic anion	PFAM (Kazal_2, OATP, MFS_1), SMART (TRANS, KAZAL)	No	FALSE
adult gonad by sex	TR231706|c0_g2_i2	513	1980.2	11.663	2.2974e-274	NA		Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain (By similarity)	PFAM (Tubulin, Tubulin_C), SMART (Tubulin, Tubulin_C)	No	FALSE
adult gonad by sex	TR255616|c0_g1_i1	516	304.27	10.101	9.38799999999999e-274	NA		Inherit from euNOG: EF hand family protein	SMART (EFh)	No	FALSE
adult gonad by sex	TR282505|c0_g1_i1	517	153.34	8.9836	1.0333e-273	NA		NA	SMART (TRANS, SIGNAL, COIL)	No	FALSE
adult gonad by sex	TR286777|c0_g1_i1	519	432.97	10.6	1.086e-273	NA	MDH2	Malate dehydrogenase	PFAM (Ldh_1_C, Ldh_1_N, 3Beta_HSD)	No	FALSE
adult gonad by sex	TR257878|c0_g1_i1	520	787.66	11.226	1.1741e-273	caspase	CASP2	caspase 2, apoptosis-related cysteine	PFAM (Peptidase_C14, CARD), SMART (CASc, CARD)	No	FALSE
adult gonad by sex	TR227982|c0_g1_i1	524	285.7	10.599	8.6761e-273	NA	MDH2	Malate dehydrogenase	PFAM (Ldh_1_N, Ldh_1_C), SMART (ZnF_U1, ZnF_C2H2)	No	FALSE
adult gonad by sex	TR202007|c0_g1_i1	532	536.95	9.4966	9.13059999999999e-272	dynein LC	DYNLL1	dynein, light chain	PFAM (Dynein_light)	No	FALSE
adult gonad by sex	TR251707|c0_g1_i1	533	684.17	11.576	9.25369999999999e-272	NA		carbonic anhydrase IV	PFAM (Carb_anhydrase), SMART (Carb_anhydrase, TRANS, SIGNAL)	No	FALSE
adult gonad by sex	TR39150|c0_g1_i1	536	328.68	10.302	3.1311e-271	NA		OTU-like cysteine protease	PFAM (OTU)	No	FALSE
adult gonad by sex	TR238118|c0_g1_i1	539	1493.1	11.617	1.2464e-270	b-tubulin	TUBB6	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain (By similarity)	PFAM (Tubulin, Tubulin_C, Misat_Myo_SegII), SMART (Tubulin_C, Tubulin, COIL, TRANS)	No	FALSE
adult gonad by sex	TR228618|c1_g1_i1	541	986.06	11.302	1.8985e-270	NA		testis-specific serine threonine-protein kinase	PFAM (Pkinase_Tyr, Pkinase, Kdo), SMART (S_TKc, STYKc)	No	FALSE
adult gonad by sex	TR206702|c0_g2_i1	542	291.18	10.097	3.3755e-270	NA		EF hand family protein	SMART (EFh, COIL)		FALSE
adult gonad by sex	TR252861|c0_g1_i1	543	333.18	10.306	5.5291e-270	NA	FBP1	Fructose-1,6-bisphosphatase	PFAM (FBPase, Inositol_P)	No	FALSE
adult gonad by sex	TR216464|c11_g1_i3	545	162.38	9.1586	6.9261e-270	NA		Hydra magnipapillata	PFAM (RVT_2, rve, zf-CCHC, Retrotrans_gag), SMART (ZnF_C2HC, COIL)	No	FALSE
adult gonad by sex	TR219115|c0_g1_i1	547	629.19	3.5061	1.107e-269	NA	UBAP2L	ubiquitin associated protein	PFAM (DUF3697, UBA), SMART (UBA)	No	FALSE
adult gonad by sex	TR209221|c0_g1_i1	549	221.64	9.0858	1.4242e-269	NA		Glutaminase	PFAM (Glutaminase, Ank), SMART (ANK, COIL)	No	FALSE
adult gonad by sex	TR206738|c4_g2_i1	551	351.8	10.714	1.8909e-269	NA	FER3HCH	Stores iron in a soluble, non-toxic, readily available form. Important for iron homeostasis (By similarity)	PFAM (Ferritin, Rubrerythrin), SMART (TRANS)	No	FALSE
adult gonad by sex	TR263622|c0_g2_i1	552	357.53	10.491	1.9797e-269	NA		ADP-ribosylation factor GTPase-activating protein	PFAM (ArfGap), SMART (ArfGap, COIL)		FALSE
adult gonad by sex	TR197668|c2_g7_i1	555	448.4	10.365	4.4375e-269	NA	VIB	Phosphatidylinositol transfer protein	PFAM (IP_trans)	No	FALSE
